
1.509387,0,0,0
1.520571,0,0,0
1.827913,0.07327402,0.1221773,-0.3637668
1.84989,0.07299793,0.1220263,-0.3635744
1.859715,0.0726887,0.1220155,-0.3633132
1.865082,0.07267082,0.1220234,-0.3632921
1.870242,0.07266617,0.1220155,-0.3632855
1.882178,0.0723325,0.122008,-0.3630188
1.893522,0.07225299,0.1219089,-0.3628403
1.904254,0.07224512,0.1219182,-0.3628099
1.915902,0.07226205,0.1220689,-0.3627734
1.926862,0.07223153,0.1220879,-0.3627476
1.936921,0.07173634,0.1219815,-0.3624952
1.951364,0.071702,0.1219929,-0.3624696
1.959363,0.0714283,0.1219199,-0.3624076
1.970826,0.07138467,0.121898,-0.3623756
1.981394,0.0719285,0.1218838,-0.3628367
1.992589,0.07187283,0.121867,-0.3628216
2.003859,0.07175505,0.1218345,-0.3627059
2.015003,0.07171106,0.1218026,-0.3626783
2.026341,0.0716908,0.1218156,-0.362624
2.037464,0.07107735,0.1217782,-0.3620032
2.048333,0.07103384,0.1217672,-0.3619602
2.059514,0.07190084,0.1218521,-0.3625481
2.070673,0.07187879,0.1218401,-0.3624898
2.081585,0.07176065,0.1218467,-0.3623025
2.09253,0.07173765,0.1218192,-0.3622466
2.104395,0.07193053,0.1218918,-0.3623502
2.114994,0.07180738,0.1218655,-0.3624283
2.12658,0.07178795,0.1218738,-0.3623869
2.137635,0.07175636,0.1218817,-0.3623613
2.149323,0.07146728,0.1219079,-0.3624295
2.159229,0.07141805,0.1218904,-0.3624068
2.170324,0.07137036,0.1218921,-0.3623771
2.188275,0.07132363,0.1218974,-0.3623609
2.194639,0.07128167,0.1219033,-0.3623275
2.203944,0.07123089,0.1219008,-0.3623117
2.214824,0.07118642,0.1218947,-0.3622843
2.225912,0.07113338,0.1218835,-0.3622571
2.237281,0.07158577,0.1220432,-0.362341
2.248133,0.07156789,0.1220799,-0.3623184
2.259722,0.07154751,0.1220857,-0.3623056
2.270462,0.07150888,0.1221153,-0.3622808
2.281657,0.07129657,0.1221447,-0.3621584
2.292591,0.07126296,0.1221581,-0.3621246
2.303967,0.07139373,0.12202,-0.3622885
2.314748,0.0713104,0.1220277,-0.3622113
2.325384,0.07119513,0.1220221,-0.3620679
2.337297,0.07151103,0.1220442,-0.3620533
2.347995,0.07150626,0.1220663,-0.3620018
2.35933,0.07202649,0.1220008,-0.3625174
2.370678,0.07201505,0.1220117,-0.3624972
2.38137,0.0724299,0.1220659,-0.3630521
2.392511,0.07243407,0.1220681,-0.3630447
2.403794,0.07226956,0.1219462,-0.362852
2.414659,0.0723052,0.1220489,-0.3628895
2.426028,0.07231665,0.1220233,-0.3628733
2.437277,0.07208312,0.1219369,-0.362681
2.447547,0.07206583,0.12195,-0.3626868
2.459234,0.07211614,0.1219948,-0.3627301
2.470649,0.07211268,0.1220217,-0.3627409
2.481449,0.07213187,0.1220259,-0.3627719
2.492419,0.07212949,0.1220312,-0.3627744
2.503681,0.07172501,0.1219712,-0.3625791
2.514965,0.0717243,0.1219892,-0.3625798
2.525771,0.07171559,0.1219763,-0.3626717
2.537324,0.07171535,0.121974,-0.3626699
2.549153,0.07169771,0.1219858,-0.3626787
2.564266,0.07170248,0.122027,-0.3626968
2.575393,0.07113671,0.1219464,-0.3621205
2.586246,0.07110846,0.1219624,-0.3620991
2.59775,0.07125199,0.121854,-0.3620819
2.608582,0.07124662,0.121851,-0.3620731
2.620008,0.07130933,0.1218072,-0.3620244
2.630857,0.07130587,0.1218108,-0.3619863
2.642224,0.07155669,0.1217688,-0.3622149
2.653219,0.07156122,0.1217525,-0.3621885
2.664165,0.07154763,0.1217551,-0.3621756
2.67598,0.07156396,0.1219304,-0.362381
2.686558,0.07157075,0.1219248,-0.3623668
2.697509,0.07120216,0.1219077,-0.361977
2.708663,0.07118559,0.1219154,-0.3619514
2.720264,0.07131374,0.1219904,-0.3620262
2.730821,0.07130206,0.1219988,-0.3620046
2.741914,0.07143474,0.1220059,-0.3622519
2.753382,0.0715735,0.1220158,-0.3623594
2.764249,0.07156956,0.1220277,-0.3623502
2.775542,0.07160282,0.1220241,-0.362301
2.78645,0.07159674,0.1220234,-0.3622841
2.79775,0.07183635,0.1219524,-0.3625709
2.808686,0.07184136,0.1219616,-0.3625674
2.819673,0.07182479,0.1219488,-0.3625696
2.830729,0.07181883,0.1219345,-0.3625706
2.841892,0.07182539,0.1219246,-0.3625617
2.8532,0.07220316,0.1219871,-0.3627279
2.86421,0.07220495,0.1219666,-0.3627206
2.875622,0.0722127,0.1219709,-0.3627154
2.886392,0.07214689,0.1219547,-0.3625873
2.898671,0.07216299,0.1219483,-0.3625737
